Date,Start Date,End Date,Portfolio name,Campaign Type,Campaign Name,Status,Currency,Budget,Targeting Type,Bidding strategy,Impressions,Clicks,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),7 Day Total Orders (#),"Total Advertising Cost of Sales (ACoS) ","7 Day Total Sales "
"Nov 17, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1712,20,1.17%,$10.17,$0.5085000000000001,0,0.00%,$0.0
"Nov 17, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,5165,17,0.33%,$15.29,$0.8994118,0,0.00%,$0.0
"Nov 17, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,511,7,1.37%,$3.78,$0.54,0,0.00%,$0.0
"Nov 17, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1857,35,1.89%,$20.23,$0.578,0,0.00%,$0.0
"Nov 17, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,177,2,1.13%,$1.0,$0.5,0,0.00%,$0.0
"Nov 18, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,3315,39,1.18%,$19.97,$0.5120513,0,0.00%,$0.0
"Nov 18, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1772,12,0.68%,$8.6,$0.7166667,0,0.00%,$0.0
"Nov 18, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1257,24,1.91%,$16.22,$0.6758333000000001,0,0.00%,$0.0
"Nov 18, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,4212,19,0.45%,$16.07,$0.8457895000000001,0,0.00%,$0.0
"Nov 18, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,601,17,2.83%,$8.6,$0.5058824,1,14.60%,$58.89
"Nov 18, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,8,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 18, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,8025,32,0.40%,$21.38,$0.668125,1,32.45%,$65.89
"Nov 18, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,6,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 18, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,462,1,0.22%,$0.29,$0.29,0,0.00%,$0.0
"Nov 18, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,3112,18,0.58%,$7.34,$0.4077778,0,0.00%,$0.0
"Nov 18, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,2925,39,1.33%,$20.96,$0.5374359,1,35.77%,$58.59
"Nov 18, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,7199,19,0.26%,$14.04,$0.7389474,0,0.00%,$0.0
"Nov 18, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,1137,4,0.35%,$2.22,$0.555,0,0.00%,$0.0
"Nov 18, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,4564,7,0.15%,$5.6,$0.8,0,0.00%,$0.0
"Nov 18, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,12,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 18, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,2526,29,1.15%,$17.86,$0.6158621,0,0.00%,$0.0
"Nov 19, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 19, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,180,1,0.56%,$0.9,$0.9,0,0.00%,$0.0
"Nov 19, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 19, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1339,8,0.60%,$3.38,$0.4225,0,0.00%,$0.0
"Nov 19, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1676,17,1.01%,$9.77,$0.5747059,0,0.00%,$0.0
"Nov 19, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,775,1,0.13%,$0.99,$0.99,0,0.00%,$0.0
"Nov 19, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1401,25,1.78%,$12.99,$0.5196000000000001,0,0.00%,$0.0
"Nov 19, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,5226,15,0.29%,$10.48,$0.6986667,0,0.00%,$0.0
"Nov 19, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2139,25,1.17%,$14.49,$0.5796,0,0.00%,$0.0
"Nov 19, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,149,3,2.01%,$1.3,$0.4333333,0,0.00%,$0.0
"Nov 19, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,6690,15,0.22%,$10.43,$0.6953333,0,0.00%,$0.0
"Nov 19, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,580,5,0.86%,$2.63,$0.526,0,0.00%,$0.0
"Nov 19, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,48,1,2.08%,$0.49,$0.49,0,0.00%,$0.0
"Nov 19, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,1718,18,1.05%,$10.63,$0.5905556,0,0.00%,$0.0
"Nov 19, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,2849,7,0.25%,$3.63,$0.5185714,0,0.00%,$0.0
"Nov 19, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,9181,17,0.19%,$15.0,$0.8823529000000001,0,0.00%,$0.0
"Nov 20, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2419,17,0.70%,$10.7,$0.6294118000000001,0,0.00%,$0.0
"Nov 20, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,146,1,0.69%,$0.4,$0.4,0,0.00%,$0.0
"Nov 20, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,880,9,1.02%,$5.43,$0.6033333,0,0.00%,$0.0
"Nov 20, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,6170,12,0.19%,$11.87,$0.9891667,0,0.00%,$0.0
"Nov 20, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,383,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 20, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,1511,13,0.86%,$8.44,$0.6492308,0,0.00%,$0.0
"Nov 20, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,5304,15,0.28%,$9.82,$0.6546666999999999,0,0.00%,$0.0
"Nov 20, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 20, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,268,2,0.75%,$0.99,$0.495,0,0.00%,$0.0
"Nov 20, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,471,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 20, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 20, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,2031,4,0.20%,$2.81,$0.7025,0,0.00%,$0.0
"Nov 20, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,836,7,0.84%,$2.87,$0.41,0,0.00%,$0.0
"Nov 20, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 20, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1540,18,1.17%,$10.9,$0.6055556,0,0.00%,$0.0
"Nov 20, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,903,3,0.33%,$1.16,$0.38666670000000003,0,0.00%,$0.0
"Nov 21, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4375,14,0.32%,$10.18,$0.7271429,1,22.18%,$45.89
"Nov 21, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1717,15,0.87%,$10.29,$0.6859999999999999,0,0.00%,$0.0
"Nov 21, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,334,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 21, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,317,1,0.32%,$0.94,$0.94,0,0.00%,$0.0
"Nov 21, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 21, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,91,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 21, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,1,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 21, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,1178,9,0.76%,$4.85,$0.5388889,0,0.00%,$0.0
"Nov 21, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3615,17,0.47%,$10.91,$0.6417647,0,0.00%,$0.0
"Nov 21, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,459,3,0.65%,$1.47,$0.49,0,0.00%,$0.0
"Nov 21, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1970,3,0.15%,$2.01,$0.67,0,0.00%,$0.0
"Nov 21, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,545,3,0.55%,$1.17,$0.39,0,0.00%,$0.0
"Nov 21, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,0,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 21, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,197,4,2.03%,$1.93,$0.4825,0,0.00%,$0.0
"Nov 21, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,6016,10,0.17%,$10.2,$1.02,0,0.00%,$0.0
"Nov 21, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,570,6,1.05%,$2.89,$0.48166670000000006,0,0.00%,$0.0
"Nov 22, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,763,5,0.66%,$2.07,$0.414,0,0.00%,$0.0
"Nov 22, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,7,1,14.29%,$0.02,$0.02,0,0.00%,$0.0
"Nov 22, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,2739,16,0.58%,$10.15,$0.634375,1,22.12%,$45.89
"Nov 22, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,1440,14,0.97%,$9.09,$0.6492857,0,0.00%,$0.0
"Nov 22, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,469,4,0.85%,$1.23,$0.3075,0,0.00%,$0.0
"Nov 22, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,320,3,0.94%,$1.19,$0.39666670000000004,0,0.00%,$0.0
"Nov 22, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 22, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,249,5,2.01%,$2.25,$0.45,0,0.00%,$0.0
"Nov 22, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,76,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 22, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1241,14,1.13%,$9.22,$0.6585714,1,15.66%,$58.89
"Nov 22, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,4705,15,0.32%,$10.36,$0.6906667,0,0.00%,$0.0
"Nov 22, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,293,1,0.34%,$0.96,$0.96,0,0.00%,$0.0
"Nov 22, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,4625,13,0.28%,$10.08,$0.7753846,0,0.00%,$0.0
"Nov 22, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,723,7,0.97%,$3.67,$0.5242857,0,0.00%,$0.0
"Nov 22, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1493,2,0.13%,$1.91,$0.955,0,0.00%,$0.0
"Nov 23, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,769,11,1.43%,$6.53,$0.5936364,0,0.00%,$0.0
"Nov 23, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1845,9,0.49%,$2.87,$0.3188889,0,0.00%,$0.0
"Nov 23, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,340,2,0.59%,$0.84,$0.42,0,0.00%,$0.0
"Nov 23, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,7755,17,0.22%,$9.72,$0.5717647,0,0.00%,$0.0
"Nov 23, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1958,14,0.72%,$7.94,$0.5671429,0,0.00%,$0.0
"Nov 23, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- dream light-manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,2175,22,1.01%,$11.51,$0.5231818,0,0.00%,$0.0
"Nov 23, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,5268,8,0.15%,$6.56,$0.82,0,0.00%,$0.0
"Nov 23, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1271,7,0.55%,$3.49,$0.4985714,0,0.00%,$0.0
"Nov 23, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,2817,16,0.57%,$10.96,$0.685,1,18.71%,$58.59
"Nov 23, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,10,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 23, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,5992,18,0.30%,$10.28,$0.5711111,0,0.00%,$0.0
"Nov 23, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,1360,15,1.10%,$9.85,$0.6566666999999999,1,16.81%,$58.59
"Nov 23, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,4,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 23, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,4,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 23, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,904,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 23, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,5132,13,0.25%,$10.3,$0.7923077000000001,0,0.00%,$0.0
"Nov 24, 2018","Nov 11, 2018",,No Portfolio,Sponsored Products,214 mat - high cost,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,23,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 24, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- black marble manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,713,11,1.54%,$5.72,$0.52,0,0.00%,$0.0
"Nov 24, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"31\"" x 19\""  - key words 1 manual",ENABLED,USD,$4.0,Manual targeting,Dynamic bids - down only,1967,6,0.31%,$2.2,$0.3666667,0,0.00%,$0.0
"Nov 24, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-kitchen mat manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,2,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 24, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- bedside mat auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,4888,10,0.21%,$8.05,$0.805,0,0.00%,$0.0
"Nov 24, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,"63\"" x 27.5\"" -key words 3 manual",ENABLED,USD,$3.0,Manual targeting,Dynamic bids - down only,3684,15,0.41%,$9.8,$0.6533333,0,0.00%,$0.0
"Nov 24, 2018","Nov 14, 2018",,No Portfolio,Sponsored Products,214 kitchen mat- enjoy life manual,PAUSED,USD,$10.0,Manual targeting,Dynamic bids - down only,1997,34,1.70%,$20.4,$0.6,0,0.00%,$0.0
"Nov 24, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat perfect day auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,446,2,0.45%,$0.85,$0.425,0,0.00%,$0.0
"Nov 24, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat auto,PAUSED,USD,$10.0,Automatic targeting,Dynamic bids - down only,844,3,0.36%,$1.89,$0.63,0,0.00%,$0.0
"Nov 24, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - plant auto,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,7,0,0.00%,$0.0,$0.0,0,0.00%,$0.0
"Nov 24, 2018","Nov 16, 2018",,No Portfolio,Sponsored Products,214 bedside mat - sunshine smile,PAUSED,USD,$5.0,Automatic targeting,Dynamic bids - down only,1456,5,0.34%,$2.65,$0.53,1,4.02%,$65.89
"Nov 24, 2018","Nov 13, 2018",,No Portfolio,Sponsored Products,kitchen mat-214-auto-hw key words,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,2244,17,0.76%,$10.48,$0.6164706,1,17.80%,$58.89
"Nov 24, 2018","Nov 15, 2018",,No Portfolio,Sponsored Products,B07JMT389Q,PAUSED,USD,$1.0,Manual targeting,Dynamic bids - down only,5304,17,0.32%,$10.19,$0.5994118,0,0.00%,$0.0
"Nov 24, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat-bathroom mat auto,PAUSED,USD,$6.0,Automatic targeting,Dynamic bids - down only,4187,12,0.29%,$10.0,$0.8333333,0,0.00%,$0.0
"Nov 24, 2018","Nov 10, 2018",,No Portfolio,Sponsored Products,214 mat- kitchen mat auto,PAUSED,USD,$15.0,Automatic targeting,Dynamic bids - down only,1087,18,1.66%,$12.1,$0.6722221999999999,1,20.55%,$58.89
