Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A to z claim	Is prime	ASIN	Merchant SKU	Item name	Return quantity	Return reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order amount	Order quantity	SafeT action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded amount	Category
111-3136817-5673866	07-Sep-2019	23-Sep-2019	Closed	 	 	 	 	 	 	 	Seller	N	N	B07KJXZ3SG	Marble Stone	2 Piece Non-Slip Anti-Fatigue Kitchen Mat - (17.7&quot; x 29.5&quot;+17.7&quot; x 59&quot;) Soft Non Skid Throw Rugs Runner Carpet for Kitchen Hallway Entryway Bedroom - Oil Resistant Long ?at(Marble Stone)	1	AMZ-PG-BAD-DESC	Y	C-Returns	StandardRefund	 	 	58.21	1	 	 	 	 	 	 	 
